vh.gene	HCDR3.length	hcdr3.hydrophobicity	vl.gene	LCDR3.length	mut.freq	fwrs.mut.freq	VH1.lcdr3_5	VH1-69.VK3-20.GW	is.bnAb
IGHV1-69	18	4.95	IGKV1-5	9	0.12	0.07	0	0	0
IGHV4-31	18	5.1	IGKV1-39	9	0.14	0.11	0	0	0
IGHV4-31	18	5.1	IGKV1-39	9	0.14	0.11	0	0	0
IGHV3-11	17	3.8	IGKV3-11	9	0.02	0.02	0	0	0
IGHV3-66	11	0.7999999999999999	IGLV3-1	9	0.12	0.11	0	0	0
IGHV7-4-1	27	2.95	IGLV3-25	11	0.0	0.0	0	0	0
IGHV3-30-3	22	5.3	IGKV2-30	8	0.03	0.0	0	0	0
IGHV1-69	20	4.549999999999999	IGLV10-54	11	0.14	0.13	0	0	0
IGHV3-15	9	0.95	IGLV2-14	11	0.0	0.0	0	0	0
IGHV3-11	14	1.7	IGLV1-47	11	0.16	0.15	0	0	0
IGHV3-21	13	1.05	IGLV1-51	11	0.12	0.07	0	0	0
IGHV4-61	14	2.95	IGKV1-16	9	0.18	0.15	0	0	0
IGHV1-2	15	2.2	IGKV1-33	9	0.0	0.0	0	0	0
IGHV3-23	13	1.0	IGLV4-69	10	0.08	0.1	0	0	0
IGHV3-21	18	4.35	IGKV1-5	8	0.05	0.02	0	0	0
IGHV3-11	17	2.95	IGKV1-39	9	0.12	0.09	0	0	0
IGHV4-39	19	1.9500000000000002	IGLV3-1	9	0.02	0.0	0	0	0
IGHV3-21	18	2.8	IGKV1-5	10	0.2	0.16	0	0	0
IGHV4-39	19	0.9	IGLV1-47	11	0.15	0.1	0	0	0
IGHV3-21	18	2.2	IGKV1-39	9	0.15	0.12	0	0	0
IGHV4-39	19	3.2500000000000004	IGLV1-51	10	0.1	0.09	0	0	0
IGHV3-21	18	2.05	IGLV1-51	11	0.07	0.02	0	0	0
IGHV4-61	17	4.300000000000001	IGKV3-20	9	0.1	0.09	0	0	0
IGHV3-21	18	2.2	IGKV1-16	9	0.04	0.02	0	0	0
IGHV4-61	17	3.15	IGKV3-20	10	0.15	0.17	0	0	0
IGHV3-21	18	2.45	IGLV6-57	9	0.06	0.01	0	0	0
IGHV4-4	17	5.3	IGKV3-20	8	0.12	0.1	0	0	0
IGHV3-21	18	2.9	IGKV1-33	9	0.07	0.06	0	0	0
IGHV3-21	18	4.25	IGLV2-14	9	0.0	0.0	0	0	0
IGHV4-4	17	2.55	IGKV3-15	8	0.1	0.09	0	0	0
IGHV1-46	18	2.5	IGLV3-19	11	0.11	0.07	0	0	0
IGHV3-7	19	2.15	IGKV3-20	9	0.03	0.0	0	0	0
IGHV3-49	19	2.6	IGKV2-30	9	0.12	0.12	0	0	0
IGHV3-7	18	2.1500000000000004	IGKV1-39	9	0.09	0.06	0	0	0
IGHV1-2	19	2.2	IGLV7-46	9	0.12	0.09	0	0	0
IGHV1-69	12	2.6500000000000004	IGLV6-57	10	0.03	0.01	0	0	0
IGHV3-15	9	1.7	IGKV4-1	9	0.08	0.06	0	0	0
IGHV7-4-1	20	2.2	IGKV3-20	9	0.01	0.0	0	0	0
IGHV2-70	19	1.0	IGKV3-15	11	0.0	0.0	0	0	0
IGHV3-7	13	2.5	IGKV4-1	9	0.09	0.06	0	0	0
IGHV4-61	14	1.25	IGLV2-14	9	0.0	0.0	0	0	0
IGHV1-69	14	3.9000000000000004	IGKV1-17	8	0.0	0.0	0	0	0
IGHV4-4	13	2.25	IGLV1-51	11	0.0	0.0	0	0	0
IGHV3-7	18	3.1	IGKV2-28	9	0.06	0.05	0	0	0
IGHV3-7	18	2.7	IGKV2-28	9	0.06	0.05	0	0	0
IGHV3-7	18	2.7	IGKV2-28	9	0.03	0.01	0	0	0
IGHV3-15	19	2.9	IGKV1-5	8	0.13	0.09	0	0	0
IGHV3-15	19	2.9	IGKV1-5	8	0.13	0.1	0	0	0
IGHV3-15	19	2.9	IGKV1-5	8	0.13	0.1	0	0	0
IGHV3-7	18	2.5500000000000003	IGLV3-21	11	0.1	0.05	0	0	0
IGHV4-30-4	17	3.0500000000000003	IGKV1-5	9	0.01	0.01	0	0	0
IGHV4-39	17	2.95	IGLV1-44	12	0.18	0.13	0	0	0
IGHV3-7	18	4.1499999999999995	IGKV2-28	10	0.06	0.06	0	0	0
IGHV5-10-1	18	1.2500000000000002	IGKV3-15	10	0.0	0.0	0	0	0
IGHV4-39	17	2.1	IGLV3-21	11	0.22	0.16	0	0	0
IGHV5-10-1	18	4.85	IGKV4-1	9	0.02	0.01	0	0	0
IGHV4-39	17	1.9000000000000001	IGKV3-20	9	0.1	0.07	0	0	0
IGHV4-39	17	2.4	IGLV2-8	10	0.12	0.09	0	0	0
IGHV3-30-3	18	2.4000000000000004	IGLV2-14	10	0.11	0.09	0	0	0
IGHV4-39	17	3.7	IGKV3-20	9	0.08	0.06	0	0	0
IGHV4-39	17	3.3000000000000003	IGLV3-25	11	0.09	0.04	0	0	0
IGHV3-30-3	18	2.55	IGLV4-69	9	0.13	0.1	0	0	0
IGHV4-39	17	2.6	IGLV1-40	12	0.06	0.06	0	0	0
IGHV4-39	17	1.9000000000000001	IGKV1-5	9	0.14	0.12	0	0	0
IGHV3-30-3	18	2.1	IGLV7-46	9	0.08	0.07	0	0	0
IGHV2-26	15	1.4500000000000002	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-7	13	2.35	IGLV8-61	10	0.12	0.1	0	0	0
IGHV1-2	12	3.4000000000000004	IGKV3-20	10	0.0	0.0	0	0	0
IGHV3-33	20	2.75	IGLV1-40	12	0.04	0.04	0	0	0
IGHV4-34	11	1.7	IGLV1-44	11	0.0	0.0	0	0	0
IGHV1-18	22	4.300000000000001	IGKV2-29	9	0.12	0.12	0	0	0
IGHV7-4-1	20	2.0	IGKV1-33	8	0.07	0.05	0	0	0
IGHV4-61	14	3.7	IGKV1-12	9	0.0	0.0	0	0	0
IGHV2-70	19	3.9000000000000004	IGKV1-5	9	0.0	0.0	0	0	0
IGHV4-39	17	2.1	IGKV3-20	8	0.11	0.11	0	0	0
IGHV3-30-3	18	6.95	IGLV2-14	10	0.0	0.0	0	0	0
IGHV4-39	17	0.7	IGKV1-39	9	0.14	0.11	0	0	0
IGHV3-30-3	18	2.8000000000000003	IGLV3-10	11	0.15	0.12	0	0	0
IGHV3-7	18	3.7	IGKV3-15	10	0.12	0.1	0	0	0
IGHV4-39	17	3.1500000000000004	IGLV1-51	12	0.14	0.13	0	0	0
IGHV3-7	18	3.6000000000000005	IGKV3-15	10	0.11	0.09	0	0	0
IGHV4-39	17	3.3000000000000003	IGLV1-51	13	0.06	0.06	0	0	0
IGHV3-7	18	4.35	IGKV1-NL1	9	0.01	0.01	0	0	0
IGHV3-7	18	4.35	IGKV1-NL1	9	0.02	0.02	0	0	0
IGHV4-39	17	1.5	IGKV3-11	9	0.11	0.1	0	0	0
IGHV4-39	17	1.5	IGKV3-11	9	0.11	0.05	0	0	0
IGHV4-39	17	1.6	IGKV3-11	9	0.13	0.12	0	0	0
IGHV3-7	18	1.5	IGKV1-39	9	0.09	0.09	0	0	0
IGHV4-39	17	5.4	IGLV3-1	9	0.05	0.04	0	0	0
IGHV3-74	17	1.3	IGLV2-8	10	0.0	0.0	0	0	0
IGHV3-7	18	2.35	IGKV2-24	11	0.11	0.07	0	0	0
IGHV3-74	17	1.9000000000000001	IGKV4-1	9	0.06	0.06	0	0	0
IGHV3-7	18	1.85	IGKV2-24	11	0.13	0.11	0	0	0
IGHV3-74	17	2.4000000000000004	IGLV3-10	11	0.08	0.05	0	0	0
IGHV3-7	18	3.0	IGKV1-6	9	0.19	0.16	0	0	0
IGHV1-3	18	1.9000000000000001	IGKV1-39	10	0.27	0.28	0	0	0
IGHV3-74	17	2.1000000000000005	IGLV8-61	10	0.0	0.0	0	0	0
IGHV4-59	20	3.3000000000000003	IGKV3-15	10	0.0	0.0	0	0	0
IGHV3-30	19	2.85	IGKV2D-29	9	0.15	0.13	0	0	0
IGHV3-7	13	3.45	IGKV3-11	9	0.09	0.04	0	0	0
IGHV3-7	13	3.45	IGKV3-11	9	0.09	0.04	0	0	0
IGHV3-66	20	3.6500000000000004	IGKV2-28	9	0.18	0.15	0	0	0
IGHV1-18	22	6.0	IGLV2-8	10	0.11	0.1	0	0	0
IGHV3-74	15	1.9000000000000001	IGKV1-12	9	0.0	0.0	0	0	0
IGHV2-70	18	3.8000000000000003	IGKV1-39	9	0.04	0.02	0	0	0
IGHV1-69	14	2.55	IGKV3-20	9	0.0	0.0	0	0	0
IGHV4-30-4	14	3.3000000000000003	IGLV3-1	10	0.0	0.0	0	0	0
IGHV4-59	17	2.3	IGLV3-9	9	0.01	0.01	0	0	0
IGHV1-3	18	3.4	IGKV4-1	9	0.15	0.16	0	0	0
IGHV4-61	18	2.35	IGLV2-23	11	0.07	0.05	0	0	0
IGHV2-5	17	2.3000000000000003	IGLV9-49	13	0.17	0.16	0	0	0
IGHV2-5	17	4.1	IGLV1-47	11	0.0	0.0	0	0	0
IGHV3-66	18	3.1500000000000004	IGKV1-12	9	0.09	0.07	0	0	0
IGHV3-66	18	4.300000000000001	IGLV3-21	11	0.0	0.0	0	0	0
IGHV2-5	17	1.75	IGLV1-40	13	0.06	0.04	0	0	0
IGHV2-5	17	2.0	IGKV1-27	9	0.14	0.15	0	0	0
IGHV3-66	18	3.4	IGLV1-51	12	0.01	0.0	0	0	0
IGHV2-5	17	3.9000000000000004	IGKV1-5	8	0.09	0.1	0	0	0
IGHV2-26	21	5.749999999999999	IGKV3-20	11	0.08	0.07	0	0	0
IGHV3-74	18	3.35	IGKV3-15	8	0.08	0.07	0	0	0
IGHV2-5	17	1.7000000000000002	IGKV4-1	9	0.04	0.02	0	0	0
IGHV2-5	17	4.85	IGLV2-23	10	0.06	0.04	0	0	0
IGHV2-5	17	4.6	IGLV2-23	10	0.07	0.05	0	0	0
IGHV2-5	17	4.85	IGLV2-23	10	0.09	0.05	0	0	0
IGHV3-74	18	5.3	IGKV1-39	9	0.04	0.04	0	0	0
IGHV2-5	17	3.55	IGKV3-20	9	0.01	0.01	0	0	0
IGHV2-5	18	5.1	IGLV1-47	13	0.0	0.0	0	0	0
IGHV2-5	18	3.1	IGKV2-28	8	0.05	0.05	0	0	0
IGHV2-5	17	3.2	IGLV3-1	8	0.15	0.13	0	0	0
IGHV3-7	13	0.5	IGKV2-28	8	0.16	0.09	0	0	0
IGHV3-7	13	0.5	IGKV2-28	8	0.18	0.12	0	0	0
IGHV3-53	11	1.9000000000000001	IGKV1-12	9	0.0	0.0	0	0	0
IGHV3-48	14	3.3	IGKV2-28	11	0.0	0.0	0	0	0
IGHV1-2	14	0.5	IGKV1-33	10	0.0	0.0	0	0	0
IGHV1-46	20	4.8999999999999995	IGLV2-11	10	0.16	0.16	0	0	0
IGHV3-23	16	3.7500000000000004	IGKV3-15	9	0.02	0.01	0	0	0
IGHV3-11	12	1.1500000000000001	IGKV3-15	9	0.12	0.09	0	0	0
IGHV2-5	17	3.65	IGKV1-39	8	0.04	0.04	0	0	0
IGHV3-48	21	3.8000000000000003	IGKV2-28	8	0.0	0.0	0	0	0
IGHV2-5	17	2.25	IGKV3-11	9	0.03	0.04	0	0	0
IGHV3-48	21	2.2	IGLV1-44	11	0.11	0.05	0	0	0
IGHV5-10-1	17	2.2	IGKV1-12	9	0.07	0.04	0	0	0
IGHV3-72	21	4.0	IGKV1-5	9	0.06	0.06	0	0	0
IGHV3-72	17	1.4	IGKV1-5	9	0.09	0.06	0	0	0
IGHV3-72	17	2.6	IGKV1-16	9	0.09	0.05	0	0	0
IGHV3-48	18	3.05	IGLV5-45	9	0.11	0.09	0	0	0
IGHV3-72	17	3.1	IGLV3-1	9	0.22	0.17	0	0	0
IGHV3-48	18	4.95	IGKV3-11	9	0.04	0.01	0	0	0
IGHV5-51	17	3.0000000000000004	IGLV2-14	10	0.13	0.15	0	0	0
IGHV3-74	21	2.0500000000000003	IGKV2-30	11	0.0	0.0	0	0	0
IGHV5-51	17	1.2000000000000002	IGKV1-5	9	0.06	0.04	0	0	0
IGHV3-74	21	3.5	IGKV1-27	9	0.03	0.04	0	0	0
IGHV6-1	18	2.3	IGKV3-20	10	0.09	0.07	0	0	0
IGHV4-59	16	2.4	IGKV2-29	8	0.02	0.02	0	0	0
IGHV3-7	13	2.5500000000000003	IGKV3-11	9	0.1	0.09	0	0	0
IGHV3-66	22	4.249999999999999	IGKV3-20	9	0.0	0.0	0	0	0
IGHV1-18	11	1.7	IGKV1-16	9	0.0	0.0	0	0	0
IGHV3-11	12	1.7000000000000002	IGLV2-14	10	0.0	0.0	0	0	0
IGHV3-48	20	3.1500000000000004	IGLV3-10	12	0.03	0.02	0	0	0
IGHV1-2	14	2.0	IGLV2-14	10	0.0	0.0	0	0	0
IGHV1-8	13	2.1	IGLV1-51	10	0.0	0.0	0	0	0
IGHV3-48	14	2.7	IGKV1-39	8	0.0	0.0	0	0	0
IGHV1-46	17	1.85	IGLV8-61	10	0.08	0.05	0	0	0
IGHV6-1	18	4.05	IGKV1-5	8	0.07	0.05	0	0	0
IGHV1-46	17	2.4	IGKV4-1	9	0.05	0.05	0	0	0
IGHV1-46	17	2.4	IGKV4-1	9	0.05	0.05	0	0	0
IGHV6-1	18	2.4000000000000004	IGKV3-20	10	0.09	0.09	0	0	0
IGHV6-1	18	2.4000000000000004	IGKV3-20	10	0.09	0.09	0	0	0
IGHV6-1	18	2.4000000000000004	IGKV3-20	10	0.08	0.09	0	0	0
IGHV3-7	18	3.6500000000000004	IGKV3-15	10	0.1	0.07	0	0	0
IGHV1-46	17	3.4000000000000004	IGKV1-39	9	0.15	0.1	0	0	0
IGHV3-7	18	2.6	IGKV1-6	9	0.16	0.15	0	0	0
IGHV4-4	19	2.0	IGKV2-28	9	0.17	0.15	0	0	0
IGHV4-59	19	1.2000000000000002	IGLV3-1	9	0.05	0.05	0	0	0
IGHV3-7	18	2.95	IGKV1-6	9	0.07	0.05	0	0	0
IGHV4-59	19	2.0	IGKV3-20	10	0.16	0.13	0	0	0
IGHV3-7	18	2.35	IGKV1-6	9	0.13	0.1	0	0	0
IGHV3-7	18	3.0	IGKV1-6	9	0.11	0.07	0	0	0
IGHV3-7	18	2.2500000000000004	IGKV1-6	9	0.17	0.12	0	0	0
IGHV1-2	18	4.1	IGKV2-28	9	0.13	0.13	0	0	0
IGHV4-59	19	3.8000000000000003	IGKV4-1	9	0.08	0.06	0	0	0
IGHV1-2	18	2.45	IGKV2-30	10	0.12	0.1	0	0	0
IGHV1-2	18	1.1	IGKV3-20	9	0.13	0.13	0	0	0
IGHV4-4	19	2.5500000000000003	IGKV3-11	10	0.12	0.09	0	0	0
IGHV1-2	18	2.1500000000000004	IGKV2-28	8	0.13	0.12	0	0	0
IGHV3-74	19	2.8000000000000003	IGKV1-39	9	0.14	0.11	0	0	0
IGHV4-34	14	3.05	IGKV1-39	9	0.0	0.0	0	0	0
IGHV4-31	12	1.1500000000000001	IGKV1-12	9	0.01	0.0	0	0	0
IGHV3-30	20	1.7500000000000002	IGKV4-1	9	0.08	0.05	0	0	0
IGHV1-2	14	1.2000000000000002	IGKV1-39	10	0.0	0.0	0	0	0
IGHV4-59	16	2.0	IGKV1-5	8	0.12	0.07	0	0	0
IGHV6-1	11	1.45	IGLV1-47	11	0.0	0.0	0	0	0
IGHV4-34	19	2.4000000000000004	IGLV2-14	10	0.0	0.0	0	0	0
IGHV3-7	13	2.1	IGKV1-9	9	0.12	0.09	0	0	0
IGHV3-7	13	1.85	IGKV1-9	9	0.12	0.1	0	0	0
IGHV3-7	13	1.85	IGKV1-9	9	0.07	0.04	0	0	0
IGHV3-11	12	1.5	IGKV3-11	9	0.23	0.2	0	0	0
IGHV4-59	17	3.45	IGLV1-44	11	0.19	0.17	0	0	0
IGHV1-2	18	3.0500000000000003	IGLV1-47	10	0.03	0.02	0	0	0
IGHV4-59	17	3.4	IGLV2-23	11	0.15	0.13	0	0	0
IGHV1-2	18	2.7500000000000004	IGLV8-61	10	0.15	0.13	0	0	0
IGHV4-59	17	1.9000000000000001	IGKV4-1	9	0.06	0.06	0	0	0
IGHV4-59	17	1.9000000000000001	IGKV4-1	9	0.03	0.01	0	0	0
IGHV1-2	18	3.0500000000000003	IGKV1-5	8	0.16	0.13	0	0	0
IGHV4-59	17	1.55	IGLV3-1	9	0.2	0.16	0	0	0
IGHV1-2	18	2.3	IGKV4-1	9	0.13	0.15	0	0	0
IGHV4-59	17	4.300000000000001	IGKV3-11	8	0.13	0.1	0	0	0
IGHV1-2	18	2.85	IGLV4-69	9	0.09	0.09	0	0	0
IGHV1-3	21	4.4	IGLV2-14	10	0.18	0.21	0	0	0
IGHV4-59	17	4.15	IGKV3-15	8	0.04	0.04	0	0	0
IGHV3-21	21	3.75	IGLV1-40	11	0.01	0.01	0	0	0
IGHV4-59	17	4.85	IGKV1-39	9	0.12	0.11	0	0	0
IGHV3-21	21	3.25	IGLV4-69	9	0.04	0.04	0	0	0
IGHV3-21	21	3.25	IGLV4-69	9	0.07	0.06	0	0	0
IGHV3-21	21	3.35	IGLV4-69	9	0.08	0.05	0	0	0
IGHV3-9	17	3.4	IGKV3-20	9	0.05	0.02	0	0	0
IGHV3-30	16	1.8	IGKV1-8	9	0.05	0.05	0	0	0
IGHV3-9	17	2.2	IGKV1-39	9	0.02	0.01	0	0	0
IGHV3-30	16	3.0	IGKV3-11	10	0.09	0.07	0	0	0
IGHV3-30	20	1.55	IGLV3-21	11	0.12	0.11	0	0	0
IGHV3-13	13	1.7500000000000002	IGLV3-1	9	0.0	0.0	0	0	0
IGHV3-9	19	3.05	IGLV3-10	12	0.11	0.09	0	0	0
IGHV4-34	14	2.95	IGLV3-19	11	0.0	0.0	0	0	0
IGHV1-8	9	1.35	IGKV1-5	8	0.0	0.0	0	0	0
IGHV3-7	13	1.0	IGLV2-14	11	0.15	0.09	0	0	0
IGHV3-49	22	3.1	IGLV1-40	11	0.0	0.0	0	0	0
IGHV3-74	14	2.3000000000000003	IGKV3-20	9	0.09	0.06	0	0	0
IGHV3-48	12	0.7	IGKV1-39	10	0.03	0.04	0	0	0
IGHV3-9	17	1.6	IGKV3-20	9	0.08	0.06	0	0	0
IGHV3-30	16	3.4	IGKV1-27	9	0.16	0.12	0	0	0
IGHV3-9	17	2.8	IGKV1D-16	9	0.07	0.05	0	0	0
IGHV3-30	16	1.4000000000000004	IGKV1-5	8	0.08	0.06	0	0	0
IGHV3-9	17	2.95	IGLV3-19	12	0.07	0.06	0	0	0
IGHV3-30	16	4.050000000000001	IGLV2-8	10	0.03	0.01	0	0	0
IGHV3-9	17	2.05	IGKV1-39	9	0.1	0.05	0	0	0
IGHV3-30	16	1.95	IGKV4-1	9	0.09	0.07	0	0	0
IGHV3-30	16	1.9	IGLV3-10	14	0.1	0.09	0	0	0
IGHV2-5	19	2.7	IGKV1-9	9	0.02	0.01	0	0	0
IGHV3-72	19	2.65	IGLV3-25	11	0.04	0.04	0	0	0
IGHV3-30	16	3.05	IGLV1-47	11	0.12	0.1	0	0	0
IGHV3-30	16	4.25	IGKV2-28	9	0.11	0.1	0	0	0
IGHV4-39	19	4.4	IGKV3-20	9	0.11	0.1	0	0	0
IGHV3-30-3	16	2.95	IGKV1-39	9	0.01	0.0	0	0	0
IGHV4-39	19	4.0	IGKV3-20	9	0.18	0.13	0	0	0
IGHV4-39	19	2.95	IGLV2-8	10	0.14	0.11	0	0	0
IGHV3-30	16	2.7	IGKV2D-29	9	0.11	0.09	0	0	0
IGHV4-39	19	1.9000000000000004	IGKV3-20	12	0.09	0.06	0	0	0
IGHV3-30	16	2.3	IGKV1-39	9	0.03	0.02	0	0	0
IGHV3-53	12	1.4500000000000002	IGLV3-21	11	0.03	0.02	0	0	0
IGHV3-30	20	3.9000000000000004	IGKV1-39	9	0.1	0.07	0	0	0
IGHV1-3	14	2.75	IGKV1-39	9	0.0	0.0	0	0	0
IGHV3-7	13	1.2	IGKV3-20	6	0.09	0.06	0	0	0
IGHV3-21	19	3.2	IGLV1-47	11	0.0	0.0	0	0	0
IGHV4-39	12	2.75	IGLV1-44	11	0.0	0.0	0	0	0
IGHV3-21	11	0.95	IGKV4-1	9	0.0	0.0	0	0	0
IGHV3-66	26	3.9000000000000004	IGKV3-15	10	0.0	0.0	0	0	0
IGHV3-21	15	3.75	IGKV3-20	9	0.12	0.09	0	0	0
IGHV3-9	18	2.4	IGKV3-15	10	0.0	0.0	0	0	0
IGHV3-9	18	2.4	IGKV3-15	10	0.0	0.0	0	0	0
IGHV3-9	18	2.4	IGKV3-15	10	0.0	0.0	0	0	0
IGHV3-30	11	1.25	IGLV2-11	10	0.0	0.0	0	0	0
IGHV6-1	13	4.35	IGKV2-28	9	0.0	0.0	0	0	0
IGHV6-1	13	4.35	IGKV2-28	9	0.0	0.0	0	0	0
IGHV5-51	11	0.4	IGKV1-16	9	0.1	0.06	0	0	0
IGHV3-23	19	2.3499999999999996	IGLV1-44	10	0.0	0.0	0	0	0
IGHV7-4-1	12	1.85	IGLV1-47	12	0.04	0.02	0	0	0
IGHV6-1	12	1.0	IGKV2-28	9	0.12	0.09	0	0	0
IGHV5-51	14	1.9	IGLV4-69	8	0.15	0.12	0	0	0
IGHV1-69	21	3.6500000000000004	IGLV1-40	11	0.04	0.02	0	0	0
IGHV3-9	19	2.0	IGKV4-1	9	0.14	0.11	0	0	0
IGHV3-30	16	3.3000000000000003	IGLV3-21	11	0.09	0.06	0	0	0
IGHV3-9	19	1.9000000000000004	IGKV1-8	8	0.06	0.02	0	0	0
IGHV3-30-3	16	2.4000000000000004	IGKV4-1	9	0.07	0.06	0	0	0
IGHV3-30-3	16	1.8	IGKV1-39	9	0.12	0.07	0	0	0
IGHV3-9	19	4.65	IGKV3-15	8	0.12	0.07	0	0	0
IGHV3-33	16	2.5500000000000003	IGLV1-51	11	0.12	0.09	0	0	0
IGHV3-48	19	6.3999999999999995	IGKV3-20	9	0.08	0.07	0	0	0
IGHV3-48	19	6.3999999999999995	IGKV3-20	9	0.1	0.09	0	0	0
IGHV3-33	16	4.35	IGLV1-40	12	0.05	0.02	0	0	0
IGHV3-21	19	2.6	IGKV1-5	10	0.12	0.09	0	0	0
IGHV3-21	19	2.85	IGLV1-44	11	0.05	0.05	0	0	0
IGHV3-33	16	2.45	IGKV2D-29	9	0.01	0.0	0	0	0
IGHV3-21	19	3.05	IGKV1-5	10	0.09	0.07	0	0	0
IGHV3-33	16	4.7	IGLV2-14	11	0.04	0.02	0	0	0
IGHV3-21	19	2.5	IGKV4-1	9	0.08	0.02	0	0	0
IGHV3-33	16	2.1	IGLV4-69	9	0.05	0.04	0	0	0
IGHV3-33	16	1.4000000000000001	IGKV2-28	9	0.15	0.07	0	0	0
IGHV3-11	19	3.35	IGLV2-8	10	0.07	0.05	0	0	0
IGHV3-23	23	4.25	IGLV1-40	12	0.0	0.0	0	0	0
IGHV3-7	13	1.9	IGKV1-8	9	0.01	0.01	0	0	0
IGHV1-69	11	2.0	IGKV3D-20	9	0.2	0.17	0	0	0
IGHV3-73	15	3.3000000000000003	IGLV8-61	10	0.05	0.05	0	0	0
IGHV3-23	16	1.8000000000000003	IGKV1-17	9	0.0	0.0	0	0	0
IGHV4-34	14	3.7	IGLV3-19	13	0.01	0.01	0	0	0
IGHV3-66	13	2.95	IGKV1-39	9	0.0	0.0	0	0	0
IGHV4-34	16	1.05	IGKV2-28	9	0.0	0.0	0	0	0
IGHV3-33	16	1.7000000000000002	IGKV1-9	10	0.15	0.13	0	0	0
IGHV3-11	19	5.1	IGKV3-11	9	0.1	0.09	0	0	0
IGHV3-33	16	3.3	IGLV1-40	12	0.06	0.05	0	0	0
IGHV3-11	19	4.999999999999999	IGKV1-9	10	0.12	0.11	0	0	0
IGHV3-33	16	3.5500000000000003	IGKV3-15	8	0.12	0.1	0	0	0
IGHV3-11	19	4.499999999999999	IGKV1-5	9	0.12	0.11	0	0	0
IGHV1-2	19	2.9000000000000004	IGKV1-27	9	0.15	0.16	0	0	0
IGHV1-2	19	2.9000000000000004	IGKV1-27	9	0.21	0.22	0	0	0
IGHV3-33	16	2.3	IGLV1-40	12	0.12	0.11	0	0	0
IGHV3-33	16	1.75	IGLV3-10	10	0.02	0.02	0	0	0
IGHV1-2	19	1.5	IGLV1-47	11	0.19	0.15	0	0	0
IGHV3-30	16	3.7	IGLV7-43	9	0.2	0.17	0	0	0
IGHV1-2	19	2.15	IGLV2-11	10	0.08	0.07	0	0	0
IGHV1-2	19	2.15	IGLV2-11	10	0.08	0.07	0	0	0
IGHV1-2	19	2.9000000000000004	IGLV2-11	10	0.16	0.16	0	0	0
IGHV1-2	19	3.6500000000000004	IGLV2-11	10	0.2	0.2	0	0	0
IGHV1-2	19	2.9000000000000004	IGLV2-11	10	0.11	0.11	0	0	0
IGHV1-2	19	3.6500000000000004	IGLV2-11	10	0.2	0.2	0	0	0
IGHV5-51	19	3.6	IGLV2-14	10	0.06	0.05	0	0	0
IGHV3-33	16	3.3	IGKV3-15	10	0.12	0.09	0	0	0
IGHV5-51	19	3.95	IGLV2-8	10	0.21	0.2	0	0	0
IGHV3-33	16	2.9000000000000004	IGKV1-39	9	0.07	0.04	0	0	0
IGHV5-51	19	3.6	IGLV1-51	11	0.13	0.12	0	0	0
IGHV3-33	16	3.45	IGLV1-40	11	0.09	0.09	0	0	0
IGHV3-33	16	1.3	IGLV1-44	11	0.24	0.23	0	0	0
IGHV3-23	11	2.45	IGKV1-17	9	0.0	0.0	0	0	0
IGHV3-21	21	6.299999999999999	IGKV1-39	10	0.0	0.0	0	0	0
IGHV4-30-4	18	4.35	IGKV4-1	9	0.12	0.1	0	0	0
IGHV4-34	14	1.6	IGKV3-15	10	0.0	0.0	0	0	0
IGHV4-34	14	1.6	IGKV3-15	10	0.0	0.0	0	0	0
IGHV3-7	13	1.1	IGKV1-5	9	0.07	0.04	0	0	0
IGHV3-7	13	1.9500000000000002	IGKV1-5	9	0.12	0.07	0	0	0
IGHV3-30	20	2.15	IGKV1-33	9	0.16	0.13	0	0	0
IGHV3-73	15	0.8999999999999999	IGKV3-20	9	0.0	0.0	0	0	0
IGHV3-23	16	2.85	IGKV3-20	10	0.12	0.07	0	0	0
IGHV3-66	13	2.9000000000000004	IGKV3-15	9	0.0	0.0	0	0	0
IGHV5-51	19	1.9000000000000004	IGKV1-5	10	0.2	0.16	0	0	0
IGHV3-33	16	3.0	IGLV7-43	11	0.0	0.0	0	0	0
IGHV1-2	17	1.0	IGKV2-28	9	0.19	0.18	0	0	0
IGHV3-30	16	1.1500000000000001	IGKV3-20	8	0.05	0.02	0	0	0
IGHV1-2	17	1.75	IGKV2-28	9	0.17	0.18	0	0	0
IGHV3-30	16	3.7	IGKV1-9	9	0.06	0.07	0	0	0
IGHV3-30	16	1.55	IGKV1-39	9	0.09	0.06	0	0	0
IGHV3-30-3	16	0.95	IGKV1-5	9	0.18	0.15	0	0	0
IGHV1-18	19	2.45	IGLV1-44	12	0.13	0.12	0	0	0
IGHV3-30-3	16	3.45	IGKV1-5	9	0.08	0.07	0	0	0
IGHV1-18	19	3.8000000000000003	IGKV2-30	9	0.13	0.09	0	0	0
IGHV1-18	19	5.8999999999999995	IGKV3-20	9	0.08	0.05	0	0	0
IGHV4-4	21	3.5500000000000003	IGKV1-9	9	0.11	0.09	0	0	0
IGHV2-26	18	4.050000000000001	IGKV1-5	8	0.1	0.1	0	0	0
IGHV1-18	19	2.95	IGKV2-28	9	0.1	0.06	0	0	0
IGHV3-30-3	19	3.4000000000000004	IGKV1-5	9	0.09	0.07	0	0	0
IGHV3-21	21	4.35	IGKV3-20	9	0.0	0.0	0	0	0
